name,description,price,category,image_url,tags,age_min,age_max,capacity
Hula Bounce,"Ideal for tropical-themed events, the Hula Bounce delivers high-energy, safe fun. Ensure hours of entertainment with TSSA-approved reliability.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hulabounce.webp,tssa,,,
Jurassic Jump,Prehistoric bounce house with dinosaur theming. TSSA-certified for safe bouncing through the Jurassic era. Dino fans love it.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jurassic-jump-att-sa3x4tptldatu8n7m5lkpbao6jthq2rwp5qgxmwu7u0.webp,tssa,3,12,8
It's A Girl Thing,"Ideal for celebrations, this bounce house provides professional grade entertainment with a focus on safety and high energy fun.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/its-a-girl-thing.webp,tssa,,,7
Jungle Safari,TSSA-certified jungle adventure approved for schools and public events. Friendly safari animals spark imagination. Compliance-ready.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/att-repel5awul-gi13de2g-hlf3chnbbxvg8ifgmp-4vvk.webp,tssa,3,12,8
Jungle Adventure,"Perfect for high-energy events, this durable inflatable adventure provides a safe and professional environment for active outdoor play and physical entertainment.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/jungle-adventure.webp,tssa,3,8,
Superman,"Man of Steel-themed bouncer for superhero celebrations. Bold Kryptonian colors and heroic graphics. Up, up, and away fun.",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/superman-bouncehouse.webp,tssa,3,12,8
Tinkerbelle,Magical fairy-themed bouncer with enchanting Neverland design. Sparkling colors perfect for fairy and fantasy parties.,Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/tinkerbelle.webp,tssa,3,10,8
Wall-E,Robot-themed TSSA-certified bouncer approved for schools and public events. Charming robot graphics spark imagination. Compliance-ready.,450,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/wallee.webp,tssa,3,12,8
Wizard Jump,"""Ideal for school and community events, the TSSA-certified Wizard Jump ensures safe, magical fun for kids aged 3-12. Capacity: 6-8 kids.""",Choose A TSSA Licensed Item,Bounce Houses,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/wizard-jump.webp,tssa,3,12,12
4-1 Wet Colourful Combo,"Versatile wet or dry combo: bounce, climb, slide, and basketball hoop. Perfect for summer water parties or dry use year-round. 2 day rental",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/4-1combo.webp,popular;tssa,3,12,10
5-1 Castle Combo,Medievel castle-inspired combo for Princes and Princesses. Bounce and slide through Radiator Springs. Start your engines for fun.,Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/5-1-att-kb65mldyy7vefmgn-5f-xh62nxqtop-6x9yhw9i5siw.webp,popular;tssa,3,10,7
Giant Hulk Combo Wet or Dry,Action-packed wet/dry combo with towering slide and spacious bounce area. Perfect for superhero-themed parties and summer events. TSSA certified.,550,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hulk-wet-dry.webp,popular;tssa,,,
Jurassic Island Bounce & Slide,"Ideal for thrilling events, the Jurassic Island Bounce & Slide combines bouncing and sliding, ensuring safe, high-energy excitement for endless entertainment.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/combo/jurrasic-combo.webp,popular;tssa,,,
Under The Sea,"Perfect for marine-themed events, this TSSA-licensed multi-activity combo features a spacious jumping area and slide for safe, high-energy entertainment.",499,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/combo/20241101-133002-1.webp,tssa,4,,8
4-1 Wet Dry Colourful Combo 18x20,"2 Day Rental Only - All-in-one dry combo with bounce, climb, slide, and basketball hoop. Four activities in one rental. Year-round party favorite.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/4-1wet18x20.webp,tssa,3,12,10
Transporter Combo,"Ideal for high-attendance corporate events, this professional TSSA certified combo offers premium safety and versatile play for demanding event planning requirements.",499,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/porter.webp,tssa,4,,8
The Regency Combo,Premium castle combo with elegant royal design. Bounce area plus slide for sophisticated princess parties. Refined and impressive.,545,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/theregency.webp,tssa,3,12,10
Dry Hulk,"Ideal for high-energy events, this combo unit offers a professional-grade experience with integrated safety features and a jumping area full of obstacles. Dry use only.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/hulk-dry-1769873653746.webp,tssa,3,12,
Spiderman Combo TSSA,"""Ideal for superhero-themed parties, the Spiderman dry Combo offers safe, high-energy fun for kids aged 3-12, accommodating up to 10.""",540,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/batman-combo-1770671372170.JPG,tssa,3,12,10
Marble Combo,"Ideal for corporate family events, the Marble Combo offers a safe, exciting experience, combining jumping and sliding for endless entertainment.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/4-1combowet.webp,tssa,,,
Spiderman Combo,Web-slinging combo with bounce area and slide. TSSA-certified superhero action for birthday parties and events. Spidey fans' top choice.,Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/combo/20250614-122018.webp,tssa,3,12,10
Sport Adventure 7-1 Combo,"Ultimate 7-in-1 sports combo with bounce, slide, climb, basketball, and more. Maximum activities for large events. The entertainment centerpiece.",Choose A TSSA Licensed Item,Combos,https://uwturvvpjzvgelxiaphy.supabase.co/storage/v1/object/public/inventory-images/uncategorized/7-1.webp,tssa,3,16,8
